language,noise,rate,conservativerate,numberofsentences,SP,HIP,HCP,OPT,NS,NT,WHM,PI,TM,VtoI,ItoC,AH,QInv,timestamp,duration
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.7633823104179985e-07,4.515202373232854e-05,4.4548092213505205e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.788075,0:00:06.977776
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.6756832253626737e-07,4.648094081835342e-05,4.893989132059297e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.828634,0:00:07.026101
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.778438723554705e-07,4.7159995483823805e-05,4.522152004656504e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.842722,0:00:07.034960
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,2.0233774468513167e-07,5.206905082381941e-05,4.342620029472913e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.846841,0:00:07.040863
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.7669134879069268e-07,4.746761103196424e-05,4.5767584647862895e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.864140,0:00:07.056213
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.6824010645830038e-07,4.425773239653743e-05,3.773272728690932e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.879557,0:00:07.062312
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.7545852104892967e-07,4.627219442545418e-05,4.155641695452515e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.883032,0:00:07.073959
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,2.009259744623061e-07,5.020233854209779e-05,4.425939671131024e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.905256,0:00:07.096460
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.6664899737410977e-07,4.151330981608352e-05,4.116340250681291e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.907360,0:00:07.089953
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.7103980215291565e-07,4.551477970746048e-05,4.659906997250748e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.914159,0:00:07.105900
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.725864967611263e-07,4.4702641795619924e-05,4.450355525831475e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.918213,0:00:07.111503
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.8733885729530633e-07,4.862090621527886e-05,3.986670722733814e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.920885,0:00:07.113905
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.8501111828129492e-07,4.474737798676219e-05,4.390664622639179e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.925451,0:00:07.115949
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.9547444928216757e-07,5.0732373428807484e-05,4.7755140247885605e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.923280,0:00:07.117600
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,2.0642627073870744e-07,5.330747765884334e-05,4.770739704642278e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.927355,0:00:07.118705
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.739730743218207e-07,4.553754848170133e-05,4.732716575786522e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.929348,0:00:07.122599
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.730186109582136e-07,4.629534209650243e-05,5.0658217845392755e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.931277,0:00:07.126959
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.9724210378680376e-07,5.142207793856212e-05,4.611221845927569e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.927514,0:00:07.119431
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.9323881370916114e-07,4.857229746429014e-05,4.452581816739845e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.934334,0:00:07.127175
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.9121991914914263e-07,4.765790939758575e-05,4.377509082791049e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.940172,0:00:07.132633
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,2.1165329993196398e-07,5.395118283513987e-05,4.295101161482879e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.941554,0:00:07.136268
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.6220857970613233e-07,4.5880450101185796e-05,5.070891408224647e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.943518,0:00:07.137243
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,2.060137277334359e-07,4.935590225858943e-05,4.852556204805243e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.948650,0:00:07.139429
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.992249181136493e-07,4.874264102214474e-05,4.292953610902137e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.953917,0:00:07.150419
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.7580987717636059e-07,4.7349060614092233e-05,5.032992545587615e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.954724,0:00:07.150516
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.84272367591729e-07,5.209509837300591e-05,4.490599614106732e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.956485,0:00:07.146854
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.9596386929061448e-07,5.39242072437223e-05,5.0810458809579465e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.957284,0:00:07.150839
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.9449927319375845e-07,4.744387722644826e-05,4.972942641514958e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.961463,0:00:07.156868
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.808033850081253e-07,5.1473538608786254e-05,4.189028545717954e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.964519,0:00:07.161612
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.875263367504726e-07,5.183520817025444e-05,4.911152403396618e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.964702,0:00:07.160851
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.9198652267725898e-07,4.615662956205082e-05,4.9754303566933046e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.969878,0:00:07.164829
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.6706624553110433e-07,4.499422849994863e-05,4.16396337834586e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.970531,0:00:07.152998
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.829866448420739e-07,4.524244077283143e-05,5.425084649711811e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.993210,0:00:07.189943
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.9714348273491036e-07,4.8523737309900216e-05,3.820746600654264e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.992729,0:00:07.187244
611,0.0,0.9,0.0005,500000,0.0,0.0,0.0,1.7362538904581287e-07,4.503925649663113e-05,4.412678438330697e-09,0.999999999999889,1.0,0.0,0.0,0.0,1.0,1.0,2021-03-03 14:56:17.997020,0:00:07.195084
