language,noise,rate,conservativerate,numberofsentences,SP,HIP,HCP,OPT,NS,NT,WHM,PI,TM,VtoI,ItoC,AH,QInv,timestamp,duration
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11537312452275388,0.199424380409224,0.0784500247274177,0.9966994715756711,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.504851,0:00:07.598867
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11254136195880136,0.1967501759137473,0.07817592274655102,0.9966343097343736,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.551430,0:00:07.644240
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11208087550482436,0.19517265559771946,0.07740965083531592,0.9966130384196275,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.564265,0:00:07.657491
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11345667187418684,0.19703567774523179,0.07847356385401144,0.9966154085223542,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.570214,0:00:07.663946
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11377480368548062,0.1985289645086264,0.07866999811505823,0.9966076148077749,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.613620,0:00:07.710471
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11563879475461476,0.19946427027141395,0.08005887503129962,0.996594017751093,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.613694,0:00:07.708495
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11402539006224244,0.1977759672193833,0.07857564837972054,0.9967619149966356,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.620860,0:00:07.713598
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.1128625703752313,0.19701597467004645,0.07776656442395309,0.9966440563404015,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.647567,0:00:07.742025
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11333760191461376,0.1985885336221395,0.07658959211623176,0.9965781426557638,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.648349,0:00:07.740664
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11332626843776629,0.19639633530310258,0.07725498238690771,0.9966104971820656,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.650746,0:00:07.744288
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.1133489365248939,0.19910554856320267,0.0788196169448556,0.996594528622886,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.668334,0:00:07.763712
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11328661019294639,0.1977858565122089,0.0783246019172631,0.996543405902857,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.677643,0:00:07.770969
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11499301124079407,0.19765733426664803,0.07874870943007062,0.9966086323961266,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.679612,0:00:07.771354
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11486084198549652,0.19901596898375815,0.07888269944512279,0.9966047299823632,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.705709,0:00:07.798261
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11238391035757479,0.1966124955423218,0.07949643084648848,0.9966003131505999,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.719796,0:00:07.806853
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11400258669455382,0.1976375690273647,0.07909202106037677,0.9966204817305448,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.727012,0:00:07.823175
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11428224246183318,0.1983404468394335,0.07866213131192172,0.9966762862430738,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.728643,0:00:07.824147
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11574870655728939,0.20014362001432826,0.07836377499000878,0.996650426738821,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.732980,0:00:07.830563
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11437942609472937,0.19945429705790038,0.0787054084662076,0.9966566178755666,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.738796,0:00:07.834472
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11340562658175272,0.19781552735772084,0.07697350866633611,0.9966157469730406,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.738981,0:00:07.830918
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11274412391042758,0.19722295526380287,0.07895372760822118,0.9966143929671961,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.752090,0:00:07.848540
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11350774014274621,0.19718351363099584,0.07813684357879652,0.9966502592517835,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.756445,0:00:07.850634
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11233334771128586,0.19664199036608634,0.07896162357317445,0.9966099887057962,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.780679,0:00:07.875818
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11345667187418684,0.19592553751167055,0.07938124167434017,0.9964711068843773,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.849148,0:00:07.946169
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11368950244213251,0.19805305441650736,0.07816419694444869,0.9966116833301178,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.874718,0:00:07.970713
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.1142708145232926,0.19931472441673853,0.07887875531015053,0.9965861747798852,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.876112,0:00:07.974046
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.1137520504313087,0.1966518229572342,0.07787162281086203,0.9965494498036703,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.878760,0:00:07.976092
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11446524498785268,0.19839003938977795,0.07923848039396345,0.9965800242068684,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9999999999999994,0.9999999999999994,2020-12-03 17:31:36.906438,0:00:08.004194
