language,noise,rate,conservativerate,numberofsentences,SP,HIP,HCP,OPT,NS,NT,WHM,PI,TM,VtoI,ItoC,AH,QInv,timestamp,duration
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11354747579852996,0.1973808007039402,0.07739803996825334,0.9965902690154734,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9947449941544227,0.9999999999999994,2020-12-03 16:49:44.740448,0:00:07.558683
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11307721847631255,0.19628834431913175,0.07819546965917683,0.9966319528674584,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.995268548218173,0.9999999999999994,2020-12-03 16:49:44.748851,0:00:07.567120
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11367813377611206,0.19663215826656805,0.07905248394651268,0.9965575492785096,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9954083927816569,0.9999999999999994,2020-12-03 16:49:44.769284,0:00:07.583571
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11460841958896507,0.20066468354210867,0.07863853562216142,0.996622340000979,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9958422449999152,0.9999999999999994,2020-12-03 16:49:44.851776,0:00:07.670638
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11378049271011613,0.1988369307149851,0.07888664377731165,0.9965931661277916,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.994580907581091,0.9999999999999994,2020-12-03 16:49:44.854939,0:00:07.674294
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11407671431797893,0.1987077254761143,0.07852851595351408,0.996667133221779,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9957554630977089,0.9999999999999994,2020-12-03 16:49:44.852073,0:00:07.666611
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.1148091649428729,0.20040398242836197,0.07836769337467751,0.9966152392843184,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9954988786088942,0.9999999999999994,2020-12-03 16:49:44.852570,0:00:07.671227
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11506778286555219,0.19968380718034368,0.07833635178251763,0.9965936771273216,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.996343828610602,0.9999999999999994,2020-12-03 16:49:44.907989,0:00:07.727855
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.1151541182328192,0.20070482149593588,0.0809079885890252,0.9966925330095698,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.9960321290888977,0.9999999999999994,2020-12-03 16:49:44.912742,0:00:07.731505
611,0.0,0.09,5e-05,500000,2.5e-323,2.5e-323,2.5e-323,0.11372361526235995,0.1979342552571656,0.07800412047321202,0.9966497567404209,0.9999999999999994,2.5e-323,2.5e-323,2.5e-323,0.997118322686987,0.9999999999999994,2020-12-03 16:49:44.927576,0:00:07.747156
