language,noise,rate,conservativerate,numberofsentences,threshold,SP,HIP,HCP,OPT,NS,NT,WHM,PI,TM,VtoI,ItoC,AH,QInv,timestamp,duration
611,0.0,0.5,0.0005,500000,0.001,0.0,0.0,0.0,1.8116544423900836e-07,4.6737354592983844e-05,4.801858318930149e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9962291557436306,1.0,2020-10-30 11:43:28.638407,0:00:05.941362
611,0.0,0.5,0.0005,500000,0.001,0.0,0.0,0.0,1.8575283063347185e-07,4.494924552000581e-05,4.250227379641625e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9770786824358003,1.0,2020-10-30 11:43:28.658972,0:00:05.962528
611,0.0,0.5,0.0005,500000,0.001,0.0,0.0,0.0,1.9112430918956806e-07,5.157661449864689e-05,4.916067241621429e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9958207384184428,1.0,2020-10-30 11:43:28.669095,0:00:05.972271
611,0.0,0.5,0.0005,500000,0.001,0.0,0.0,0.0,1.8827813265127272e-07,4.708929085469968e-05,4.483867082073957e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9976031582838469,1.0,2020-10-30 11:43:28.679133,0:00:05.981468
611,0.0,0.5,0.0005,500000,0.001,0.0,0.0,0.0,1.914112825789009e-07,5.0479281540544386e-05,5.204497337926432e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9966423333189693,1.0,2020-10-30 11:43:28.680493,0:00:05.983199
611,0.0,0.5,0.0005,500000,0.001,0.0,0.0,0.0,1.7598581899890474e-07,4.9036049571732735e-05,4.560763818128168e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9945805790878175,1.0,2020-10-30 11:43:28.707725,0:00:06.009795
611,0.0,0.5,0.0005,500000,0.001,0.0,0.0,0.0,1.799913951090414e-07,4.556032864602434e-05,3.777048833261986e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9886321193541194,1.0,2020-10-30 11:43:28.715350,0:00:06.016889
611,0.0,0.5,0.0005,500000,0.001,0.0,0.0,0.0,1.9420767013411028e-07,5.0555076244923975e-05,5.040549590190778e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9943389130625185,1.0,2020-10-30 11:43:28.728534,0:00:06.032859
611,0.0,0.5,0.0005,500000,0.001,0.0,0.0,0.0,2.154985238859933e-07,5.157661449864689e-05,5.1218675230655925e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9952970458283731,1.0,2020-10-30 11:43:28.737707,0:00:06.036722
611,0.0,0.5,0.0005,500000,0.001,0.0,0.0,0.0,1.8289515151965285e-07,5.045404189977411e-05,3.966782159418009e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9934082318622123,1.0,2020-10-30 11:43:28.751949,0:00:06.053802
611,0.0,0.5,0.0005,500000,0.001,0.0,0.0,0.0,1.6798787245766275e-07,4.528771716807021e-05,4.083532731207216e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.984819486119358,1.0,2020-10-30 11:43:28.763799,0:00:06.065725
611,0.0,0.5,0.0005,500000,0.001,0.0,0.0,0.0,1.8316976881845014e-07,4.388304267873588e-05,3.643460692789552e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9838731946079879,1.0,2020-10-30 11:43:28.765302,0:00:06.070447
611,0.0,0.5,0.0005,500000,0.001,0.0,0.0,0.0,1.8818399358494707e-07,4.7207190872898986e-05,4.597405460947977e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9968340398066551,1.0,2020-10-30 11:43:28.767575,0:00:06.072227
611,0.0,0.5,0.0005,500000,0.001,0.0,0.0,0.0,1.808033850081253e-07,4.8913581976647596e-05,4.010668668883485e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9884488352312255,1.0,2020-10-30 11:43:28.776132,0:00:06.081016
611,0.0,0.5,0.0005,500000,0.001,0.0,0.0,0.0,1.5245470430226136e-07,4.1182445835634124e-05,3.743199481342868e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9866499365308086,1.0,2020-10-30 11:43:28.785268,0:00:06.089015
