language,noise,rate,conservativerate,numberofsentences,threshold,SP,HIP,HCP,OPT,NS,NT,WHM,PI,TM,VtoI,ItoC,AH,QInv,timestamp,duration
611,0.0,0.6,0.4,500000,0.001,0.0,0.0,0.0,5e-324,4.862090621527886e-05,4.384081918154854e-09,0.999999999999889,1.0,0.0,0.0,0.0,0.014118579179746805,1.0,2020-10-30 14:31:37.580438,0:00:05.814104
611,0.0,0.6,0.4,500000,0.001,0.0,0.0,0.0,5e-324,4.6854373449226616e-05,3.982685048678761e-09,0.999999999999889,1.0,0.0,0.0,0.0,0.2160004096312296,1.0,2020-10-30 14:31:37.591449,0:00:05.818423
611,0.0,0.6,0.4,500000,0.001,0.0,0.0,0.0,5e-324,4.7634080442886955e-05,3.968766542689354e-09,0.999999999999889,1.0,0.0,0.0,0.0,0.3600000041931105,1.0,2020-10-30 14:31:37.628843,0:00:05.861561
611,0.0,0.6,0.4,500000,0.001,0.0,0.0,0.0,5e-324,5.0555076244923975e-05,4.606611776887104e-09,0.999999999999889,1.0,0.0,0.0,0.0,0.600000693464504,1.0,2020-10-30 14:31:37.641258,0:00:05.873407
611,0.0,0.6,0.4,500000,0.001,0.0,0.0,0.0,5e-324,4.739644521019112e-05,4.459267373907585e-09,0.999999999999889,1.0,0.0,0.0,0.0,0.1681689835824094,1.0,2020-10-30 14:31:37.674665,0:00:05.908725
611,0.0,0.6,0.4,500000,0.001,0.0,0.0,0.0,5e-324,4.7515114267453127e-05,4.690302671180243e-09,0.999999999999889,1.0,0.0,0.0,0.0,0.0007856352623208992,1.0,2020-10-30 14:31:37.685088,0:00:05.908086
611,0.0,0.6,0.4,500000,0.001,0.0,0.0,0.0,5e-324,4.925726446325077e-05,4.711461895988392e-09,0.999999999999889,1.0,0.0,0.0,0.0,0.2680489711351292,1.0,2020-10-30 14:31:37.700474,0:00:05.933541
611,0.0,0.6,0.4,500000,0.001,0.0,0.0,0.0,5e-324,4.9528993926695787e-05,4.5767584647862895e-09,0.999999999999889,1.0,0.0,0.0,0.0,0.34343254825962005,1.0,2020-10-30 14:31:37.723686,0:00:05.958633
611,0.0,0.6,0.4,500000,0.001,0.0,0.0,0.0,5e-324,4.331611440005425e-05,4.36657624838626e-09,0.999999999999889,1.0,0.0,0.0,0.0,0.003047569608334652,1.0,2020-10-30 14:31:37.728073,0:00:05.963654
611,0.0,0.6,0.4,500000,0.001,0.0,0.0,0.0,5e-324,5.042881487882423e-05,4.746939605442227e-09,0.999999999999889,1.0,0.0,0.0,0.0,0.010080892390444162,1.0,2020-10-30 14:31:37.733288,0:00:05.966600
