language,noise,rate,conservativerate,numberofsentences,threshold,SP,HIP,HCP,OPT,NS,NT,WHM,PI,TM,VtoI,ItoC,AH,QInv,timestamp,duration
611,0.0,0.5,0.005,500000,0.001,0.0,0.0,0.0,3.8471417616531585e-66,4.390499517632404e-05,4.4548092213505205e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9531843070579565,1.0,2020-10-30 14:22:42.916615,0:00:05.871094
611,0.0,0.5,0.005,500000,0.001,0.0,0.0,0.0,5.008651883087029e-65,5.098673426349673e-05,4.935775829035613e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9088011076831495,1.0,2020-10-30 14:22:42.963517,0:00:05.911822
611,0.0,0.5,0.005,500000,0.001,0.0,0.0,0.0,9.436408567669485e-66,4.89870257811734e-05,5.31497536203134e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9581799194568041,1.0,2020-10-30 14:22:42.969324,0:00:05.917064
611,0.0,0.5,0.005,500000,0.001,0.0,0.0,0.0,1.0912830120619008e-65,4.572010919756804e-05,4.186934031445095e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9409262168146976,1.0,2020-10-30 14:22:42.971626,0:00:05.918771
611,0.0,0.5,0.005,500000,0.001,0.0,0.0,0.0,3.640760225332024e-66,3.917346441711036e-05,4.180656770075084e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9166212966954648,1.0,2020-10-30 14:22:42.997595,0:00:05.944516
611,0.0,0.5,0.005,500000,0.001,0.0,0.0,0.0,7.234858070206297e-66,4.1972592476680697e-05,3.843745758987352e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9146871653481947,1.0,2020-10-30 14:22:43.006416,0:00:05.955298
611,0.0,0.5,0.005,500000,0.001,0.0,0.0,0.0,1.6709964653461745e-65,4.753888370930778e-05,4.669238472672712e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9537435100051035,1.0,2020-10-30 14:22:43.017329,0:00:05.965419
611,0.0,0.5,0.005,500000,0.001,0.0,0.0,0.0,1.3202626163785204e-65,4.8548011315558e-05,4.36657624838626e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9559436938121755,1.0,2020-10-30 14:22:43.036704,0:00:05.983263
611,0.0,0.5,0.005,500000,0.001,0.0,0.0,0.0,2.571524030549527e-65,4.772946780816332e-05,4.073334103107886e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.8932806891189861,1.0,2020-10-30 14:22:43.049762,0:00:05.992800
611,0.0,0.5,0.005,500000,0.001,0.0,0.0,0.0,6.010131901489303e-66,4.252193652413708e-05,5.2937526282291645e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.8569087918407943,1.0,2020-10-30 14:22:43.050383,0:00:05.997898
611,0.0,0.5,0.005,500000,0.001,0.0,0.0,0.0,1.9421515191109508e-65,4.896253226828281e-05,4.050986689956148e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9300219449637585,1.0,2020-10-30 14:22:43.060509,0:00:06.009724
611,0.0,0.5,0.005,500000,0.001,0.0,0.0,0.0,3.6707250380819685e-65,5.0555076244923975e-05,3.982685048678761e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9261737991301868,1.0,2020-10-30 14:22:43.067875,0:00:06.023927
611,0.0,0.5,0.005,500000,0.001,0.0,0.0,0.0,2.2501311375980178e-66,4.3817251021514404e-05,4.754067141197927e-09,0.999999999999889,1.0,0.0,5e-324,5e-324,0.9493439998313907,1.0,2020-10-30 14:22:43.073995,0:00:06.020930
