language,noise,rate,conservativerate,numberofsentences,threshold,SP,HIP,HCP,OPT,NS,NT,WHM,PI,TM,VtoI,ItoC,AH,QInv,timestamp,duration
611,0.0,0.9,0.0005,500000,0.001,0.0,0.0,0.0,1.790934603391812e-07,4.669062892272951e-05,4.65059417078708e-09,0.999999999999889,1.0,0.0,0.0,0.0,0.9958916850545858,1.0,2020-10-15 12:31:19.618614,0:00:08.500237
611,0.0,0.9,0.0005,500000,0.001,0.0,0.0,0.0,1.7945209544163613e-07,4.5219819552445014e-05,4.7731262677761665e-09,0.999999999999889,1.0,0.0,0.0,0.0,0.9997923289288635,1.0,2020-10-15 12:31:19.645604,0:00:08.525822
611,0.0,0.9,0.0005,500000,0.001,0.0,0.0,0.0,2.1657898554597965e-07,5.2566188766899685e-05,4.797057661075799e-09,0.999999999999889,1.0,0.0,0.0,0.0,0.9919602505868073,1.0,2020-10-15 12:31:19.688759,0:00:08.559345
611,0.0,0.9,0.0005,500000,0.001,0.0,0.0,0.0,1.7198334934688186e-07,4.4971731385698655e-05,5.142401166899341e-09,0.999999999999889,1.0,0.0,0.0,0.0,0.999482245624182,1.0,2020-10-15 12:31:19.709042,0:00:08.590100
611,0.0,0.9,0.0005,500000,0.001,0.0,0.0,0.0,1.8941148145351028e-07,4.671398591568735e-05,4.4771446437906735e-09,0.999999999999889,1.0,0.0,0.0,0.0,0.9979377276956389,1.0,2020-10-15 12:31:19.772790,0:00:08.652300
611,0.0,0.9,0.0005,500000,0.001,0.0,0.0,0.0,1.8180079335657217e-07,4.6784127023976066e-05,4.085575518966699e-09,0.999999999999889,1.0,0.0,0.0,0.0,0.9885169622416641,1.0,2020-10-15 12:31:19.799682,0:00:08.680844
611,0.0,0.9,0.0005,500000,0.001,0.0,0.0,0.0,1.9440202355716157e-07,4.8596595762171225e-05,4.547098618140467e-09,0.999999999999889,1.0,0.0,0.0,0.0,0.9933649624699792,1.0,2020-10-15 12:31:19.813982,0:00:08.697379
611,0.0,0.9,0.0005,500000,0.001,0.0,0.0,0.0,1.8575283063347185e-07,4.950422942973244e-05,4.643621766895203e-09,0.999999999999889,1.0,0.0,0.0,0.0,0.9977844281622142,1.0,2020-10-15 12:31:19.823023,0:00:08.705446
611,0.0,0.9,0.0005,500000,0.001,0.0,0.0,0.0,1.734518070631143e-07,4.099749503929476e-05,4.643621766895203e-09,0.999999999999889,1.0,0.0,0.0,0.0,0.9906643269813393,1.0,2020-10-15 12:31:19.834482,0:00:08.718810
611,0.0,0.9,0.0005,500000,0.001,0.0,0.0,0.0,1.8482615341579322e-07,4.7301723390743296e-05,4.132842720576378e-09,0.999999999999889,1.0,0.0,0.0,0.0,0.9924681336116187,1.0,2020-10-15 12:31:19.840818,0:00:08.723375
